#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr10,18827254,18827304,CACNB2.chr10.18827108.18827294,12.4,chr10:18827098-18827304,chr10:18827254-18827304
chr10,18828590,18828663,CACNB2.chr10.18828158.18828653,12.8,chr10:18828148-18828663,chr10:18828590-18828663
chr10,21074838,21074862,NEBL.chr10.21074675.21074852,13.5,chr10:21074665-21074862,chr10:21074838-21074862
chr10,21074838,21074860,NEBL.chr10.21074811.21074850,13.9,chr10:21074801-21074860,chr10:21074838-21074860
chr10,21098808,21098837,NEBL.chr10.21098734.21098827,15.5,chr10:21098724-21098837,chr10:21098808-21098837
chr10,21101687,21101732,NEBL.chr10.21101697.21101869,16.4,chr10:21101687-21101879,chr10:21101687-21101732
chr10,21104543,21104627,NEBL.chr10.21104553.21104646,17.7,chr10:21104543-21104656,chr10:21104543-21104627
chr10,21108406,21108455,NEBL.chr10.21108352.21108445,15.4,chr10:21108342-21108455,chr10:21108406-21108455
chr10,21112231,21112239,NEBL.chr10.21112136.21112229,14.6,chr10:21112126-21112239,chr10:21112231-21112239
chr10,21120236,21120245,NEBL.chr10.21120124.21120235,18.1,chr10:21120114-21120245,chr10:21120236-21120245
chr10,21139372,21139441,NEBL.chr10.21139323.21139431,13.5,chr10:21139313-21139441,chr10:21139372-21139441
chr10,21141463,21141465,NEBL.chr10.21141473.21141578,19.0,chr10:21141463-21141588,chr10:21141463-21141465
chr10,21148666,21148765,NEBL.chr10.21148641.21148755,11.1,chr10:21148631-21148765,chr10:21148666-21148765
chr10,21158743,21158780,NEBL.chr10.21158668.21158770,16.9,chr10:21158658-21158780,chr10:21158743-21158780
chr10,21169712,21169843,NEBL.chr10.21169722.21169833,12.4,chr10:21169712-21169843,chr10:21169712-21169843
chr10,21177121,21177146,NEBL.chr10.21177025.21177136,11.5,chr10:21177015-21177146,chr10:21177121-21177146
chr10,21178879,21178888,NEBL.chr10.21178773.21178878,18.5,chr10:21178763-21178888,chr10:21178879-21178888
chr10,22617518,22617637,BMI1.chr10.22617529.22617627,13.0,chr10:22617518-22617637,chr10:22617518-22617637
chr10,22880703,22880720,PIP4K2A.chr10.22880558.22880710,15.0,chr10:22880547-22880720,chr10:22880703-22880720
chr10,23003101,23003101,PIP4K2A.chr10.23003112.23003255,18.0,chr10:23003101-23003265,chr10:23003101-23003101
chr10,23003107,23003116,PIP4K2A.chr10.23003112.23003255,18.7,chr10:23003101-23003265,chr10:23003107-23003116
chr10,23481671,23481678,PTF1A.chr10.23481459.23482243,18.9,chr10:23481449-23482253,chr10:23481671-23481678
chr10,23481681,23481989,PTF1A.chr10.23481459.23482243,13.1,chr10:23481449-23482253,chr10:23481681-23481989
chr10,23482179,23482253,PTF1A.chr10.23481459.23482243,10.6,chr10:23481449-23482253,chr10:23482179-23482253
chr10,26243792,26243863,MYO3A.chr10.26243802.26243937,14.3,chr10:26243792-26243947,chr10:26243792-26243863
chr10,26286168,26286197,MYO3A.chr10.26286087.26286187,17.8,chr10:26286077-26286197,chr10:26286168-26286197
chr10,26305827,26305835,MYO3A.chr10.26305748.26305825,18.2,chr10:26305738-26305835,chr10:26305827-26305835
chr10,26310557,26310563,MYO3A.chr10.26310431.26310577,19.0,chr10:26310421-26310587,chr10:26310557-26310563
chr10,26310566,26310587,MYO3A.chr10.26310431.26310577,16.8,chr10:26310421-26310587,chr10:26310566-26310587
chr10,26315295,26315329,MYO3A.chr10.26315305.26315461,18.2,chr10:26315295-26315471,chr10:26315295-26315329
chr10,26315464,26315471,MYO3A.chr10.26315305.26315461,18.0,chr10:26315295-26315471,chr10:26315464-26315471
chr10,26355893,26355975,MYO3A.chr10.26355903.26356003,14.2,chr10:26355893-26356013,chr10:26355893-26355975
chr10,26355978,26356013,MYO3A.chr10.26355903.26356003,17.4,chr10:26355893-26356013,chr10:26355978-26356013
chr10,26357690,26357692,MYO3A.chr10.26357696.26357813,19.0,chr10:26357686-26357823,chr10:26357690-26357692
chr10,26359029,26359048,MYO3A.chr10.26359039.26359144,18.0,chr10:26359029-26359154,chr10:26359029-26359048
chr10,26359306,26359340,MYO3A.chr10.26359246.26359330,17.7,chr10:26359236-26359340,chr10:26359306-26359340
chr10,26377121,26377136,MYO3A.chr10.26377131.26377334,16.4,chr10:26377121-26377344,chr10:26377121-26377136
chr10,26385320,26385321,MYO3A.chr10.26385309.26385408,19.0,chr10:26385299-26385418,chr10:26385320-26385321
chr10,26385345,26385374,MYO3A.chr10.26385309.26385408,16.2,chr10:26385299-26385418,chr10:26385345-26385374
chr10,26409594,26409598,MYO3A.chr10.26409604.26409731,18.8,chr10:26409594-26409741,chr10:26409594-26409598
chr10,26409600,26409613,MYO3A.chr10.26409604.26409731,19.0,chr10:26409594-26409741,chr10:26409600-26409613
chr10,26409738,26409741,MYO3A.chr10.26409604.26409731,18.3,chr10:26409594-26409741,chr10:26409738-26409741
chr10,26414316,26414374,MYO3A.chr10.26414326.26414537,14.7,chr10:26414316-26414547,chr10:26414316-26414374
chr10,26446453,26446454,MYO3A.chr10.26446238.26446444,19.0,chr10:26446228-26446454,chr10:26446453-26446454
chr10,26457630,26457646,MYO3A.chr10.26457640.26457803,15.5,chr10:26457630-26457813,chr10:26457630-26457646
chr10,26457732,26457813,MYO3A.chr10.26457640.26457803,14.1,chr10:26457630-26457813,chr10:26457732-26457813
chr10,26465619,26465784,MYO3A.chr10.26465629.26465774,13.1,chr10:26465619-26465784,chr10:26465619-26465784
chr10,26490183,26490240,MYO3A.chr10.26490193.26490234,16.2,chr10:26490183-26490244,chr10:26490183-26490240
chr10,26491882,26491915,MYO3A.chr10.26491892.26492036,16.8,chr10:26491882-26492046,chr10:26491882-26491915
chr10,26491928,26491966,MYO3A.chr10.26491892.26492036,16.4,chr10:26491882-26492046,chr10:26491928-26491966
chr10,26491979,26492020,MYO3A.chr10.26491892.26492036,18.1,chr10:26491882-26492046,chr10:26491979-26492020
chr10,26492022,26492041,MYO3A.chr10.26491892.26492036,17.1,chr10:26491882-26492046,chr10:26492022-26492041
chr10,26507961,26507992,GAD2.chr10.26507972.26508205,15.4,chr10:26507961-26508215,chr10:26507961-26507992
chr10,26508016,26508018,GAD2.chr10.26507972.26508205,19.0,chr10:26507961-26508215,chr10:26508016-26508018
chr10,26508191,26508205,GAD2.chr10.26507972.26508205,19.0,chr10:26507961-26508215,chr10:26508191-26508205
chr10,26508214,26508215,GAD2.chr10.26507972.26508205,19.0,chr10:26507961-26508215,chr10:26508214-26508215
chr10,26512805,26512816,GAD2.chr10.26512816.26512906,18.2,chr10:26512805-26512916,chr10:26512805-26512816
chr10,26512822,26512822,GAD2.chr10.26512816.26512906,18.0,chr10:26512805-26512916,chr10:26512822-26512822
chr10,26512894,26512916,GAD2.chr10.26512816.26512906,18.0,chr10:26512805-26512916,chr10:26512894-26512916
chr10,26518616,26518616,GAD2.chr10.26518591.26518706,19.0,chr10:26518580-26518716,chr10:26518616-26518616
chr10,26518625,26518630,GAD2.chr10.26518591.26518706,19.0,chr10:26518580-26518716,chr10:26518625-26518630
chr10,26518640,26518705,GAD2.chr10.26518591.26518706,16.8,chr10:26518580-26518716,chr10:26518640-26518705
chr10,26534867,26534870,GAD2.chr10.26534850.26534929,19.0,chr10:26534839-26534939,chr10:26534867-26534870
chr10,26534875,26534939,GAD2.chr10.26534850.26534929,16.3,chr10:26534839-26534939,chr10:26534875-26534939
chr10,26559687,26559695,GAD2.chr10.26559569.26559685,17.4,chr10:26559558-26559695,chr10:26559687-26559695
chr10,26986630,26986779,PDSS1.chr10.26986640.26986769,1.3,chr10:26986630-26986779,chr10:26986630-26986779
chr10,26998666,26998678,PDSS1.chr10.26998566.26998697,18.8,chr10:26998556-26998707,chr10:26998666-26998678
chr10,26998682,26998702,PDSS1.chr10.26998566.26998697,18.3,chr10:26998556-26998707,chr10:26998682-26998702
chr10,27031514,27031516,PDSS1.chr10.27031425.27031506,18.0,chr10:27031415-27031516,chr10:27031514-27031516
chr10,27035251,27035252,PDSS1.chr10.27035261.27035402,19.0,chr10:27035251-27035412,chr10:27035251-27035252
chr10,27294508,27294541,ANKRD26.chr10.27294518.27294652,18.2,chr10:27294508-27294662,chr10:27294508-27294541
chr10,27294559,27294565,ANKRD26.chr10.27294518.27294652,18.3,chr10:27294508-27294662,chr10:27294559-27294565
chr10,27311476,27311550,ANKRD26.chr10.27311486.27311616,16.7,chr10:27311476-27311626,chr10:27311476-27311550
chr10,27311555,27311626,ANKRD26.chr10.27311486.27311616,15.2,chr10:27311476-27311626,chr10:27311555-27311626
chr10,27313365,27313498,ANKRD26.chr10.27313375.27313488,8.7,chr10:27313365-27313498,chr10:27313365-27313498
chr10,27317864,27317884,ANKRD26.chr10.27317780.27317874,17.5,chr10:27317770-27317884,chr10:27317864-27317884
chr10,27318204,27318236,ANKRD26.chr10.27318214.27318285,19.0,chr10:27318204-27318295,chr10:27318204-27318236
chr10,27318269,27318295,ANKRD26.chr10.27318214.27318285,16.6,chr10:27318204-27318295,chr10:27318269-27318295
chr10,27322143,27322243,ANKRD26.chr10.27322153.27322306,12.3,chr10:27322143-27322316,chr10:27322143-27322243
chr10,27322253,27322254,ANKRD26.chr10.27322153.27322306,18.5,chr10:27322143-27322316,chr10:27322253-27322254
chr10,27322264,27322270,ANKRD26.chr10.27322153.27322306,19.0,chr10:27322143-27322316,chr10:27322264-27322270
chr10,27322276,27322316,ANKRD26.chr10.27322153.27322306,17.5,chr10:27322143-27322316,chr10:27322276-27322316
chr10,27323714,27323759,ANKRD26.chr10.27323724.27324681,15.1,chr10:27323714-27324691,chr10:27323714-27323759
chr10,27324545,27324691,ANKRD26.chr10.27323724.27324681,14.3,chr10:27323714-27324691,chr10:27324545-27324691
chr10,27326104,27326262,ANKRD26.chr10.27326114.27326252,14.1,chr10:27326104-27326262,chr10:27326104-27326262
chr10,27332480,27332506,ANKRD26.chr10.27332354.27332496,14.5,chr10:27332344-27332506,chr10:27332480-27332506
chr10,27333075,27333129,ANKRD26.chr10.27333085.27333119,15.8,chr10:27333075-27333129,chr10:27333075-27333129
chr10,27335271,27335276,ANKRD26.chr10.27335281.27335452,17.3,chr10:27335271-27335462,chr10:27335271-27335276
chr10,27337845,27337918,ANKRD26.chr10.27337729.27337908,14.8,chr10:27337719-27337918,chr10:27337845-27337918
chr10,27349263,27349285,ANKRD26.chr10.27349273.27349346,15.8,chr10:27349263-27349356,chr10:27349263-27349285
chr10,27349465,27349473,ANKRD26.chr10.27349440.27349469,19.0,chr10:27349430-27349479,chr10:27349465-27349473
chr10,27349478,27349479,ANKRD26.chr10.27349440.27349469,19.0,chr10:27349430-27349479,chr10:27349478-27349479
chr10,27350062,27350181,ANKRD26.chr10.27350072.27350171,16.7,chr10:27350062-27350181,chr10:27350062-27350181
chr10,27352986,27353020,ANKRD26.chr10.27352916.27353010,13.0,chr10:27352906-27353020,chr10:27352986-27353020
chr10,27355405,27355487,ANKRD26.chr10.27355415.27355477,16.7,chr10:27355405-27355487,chr10:27355405-27355487
chr10,27356075,27356149,ANKRD26.chr10.27356085.27356215,16.6,chr10:27356075-27356225,chr10:27356075-27356149
chr10,27356153,27356225,ANKRD26.chr10.27356085.27356215,16.7,chr10:27356075-27356225,chr10:27356153-27356225
chr10,27375457,27375548,ANKRD26.chr10.27375467.27375538,5.3,chr10:27375457-27375548,chr10:27375457-27375548
chr10,27389220,27389265,ANKRD26.chr10.27389013.27389255,16.8,chr10:27389003-27389265,chr10:27389220-27389265
chr10,27444345,27444446,MASTL.chr10.27444355.27444541,11.0,chr10:27444345-27444551,chr10:27444345-27444446
chr10,27444543,27444545,MASTL.chr10.27444355.27444541,19.0,chr10:27444345-27444551,chr10:27444543-27444545
chr10,27447608,27447610,MASTL.chr10.27447477.27447615,19.0,chr10:27447467-27447625,chr10:27447608-27447610
chr10,27447618,27447618,MASTL.chr10.27447477.27447615,19.0,chr10:27447467-27447625,chr10:27447618-27447618
chr10,27448537,27448545,MASTL.chr10.27448547.27448687,18.8,chr10:27448537-27448697,chr10:27448537-27448545
chr10,27456020,27456021,MASTL.chr10.27456030.27456203,19.0,chr10:27456020-27456213,chr10:27456020-27456021
chr10,27456120,27456213,MASTL.chr10.27456030.27456203,12.5,chr10:27456020-27456213,chr10:27456120-27456213
chr10,27458862,27458876,MASTL.chr10.27458872.27460012,17.4,chr10:27458862-27460022,chr10:27458862-27458876
chr10,27459996,27460022,MASTL.chr10.27458872.27460012,16.4,chr10:27458862-27460022,chr10:27459996-27460022
chr10,27484132,27484228,ACBD5.chr10.27484142.27486371,15.5,chr10:27484132-27486381,chr10:27484132-27484228
chr10,27484230,27484235,ACBD5.chr10.27484142.27486371,18.8,chr10:27484132-27486381,chr10:27484230-27484235
chr10,27484639,27484640,ACBD5.chr10.27484142.27486371,19.0,chr10:27484132-27486381,chr10:27484639-27484640
chr10,27484650,27484704,ACBD5.chr10.27484142.27486371,18.1,chr10:27484132-27486381,chr10:27484650-27484704
chr10,27484755,27484798,ACBD5.chr10.27484142.27486371,17.2,chr10:27484132-27486381,chr10:27484755-27484798
chr10,27484854,27484919,ACBD5.chr10.27484142.27486371,16.6,chr10:27484132-27486381,chr10:27484854-27484919
chr10,27485479,27485480,ACBD5.chr10.27484142.27486371,0.0,chr10:27484132-27486381,chr10:27485479-27485480
chr10,27493358,27493368,ACBD5.chr10.27493368.27493478,13.3,chr10:27493358-27493488,chr10:27493358-27493368
chr10,27493467,27493472,ACBD5.chr10.27493368.27493478,19.0,chr10:27493358-27493488,chr10:27493467-27493472
chr10,27493484,27493487,ACBD5.chr10.27493368.27493478,19.0,chr10:27493358-27493488,chr10:27493484-27493487
chr10,27500012,27500020,ACBD5.chr10.27499742.27500010,18.3,chr10:27499732-27500020,chr10:27500012-27500020
chr10,27504453,27504513,ACBD5.chr10.27504463.27504570,15.9,chr10:27504453-27504580,chr10:27504453-27504513
chr10,27504544,27504580,ACBD5.chr10.27504463.27504570,16.5,chr10:27504453-27504580,chr10:27504544-27504580
chr10,27529413,27529423,ACBD5.chr10.27529247.27529413,17.2,chr10:27529237-27529423,chr10:27529413-27529423
chr10,27530977,27531002,ACBD5.chr10.27530987.27531068,17.7,chr10:27530977-27531078,chr10:27530977-27531002
chr10,27531010,27531010,ACBD5.chr10.27530987.27531068,19.0,chr10:27530977-27531078,chr10:27531010-27531010
chr10,27531031,27531032,ACBD5.chr10.27530987.27531068,19.0,chr10:27530977-27531078,chr10:27531031-27531032
chr10,27531038,27531078,ACBD5.chr10.27530987.27531068,16.3,chr10:27530977-27531078,chr10:27531038-27531078
chr10,27700842,27700868,PTCHD3.chr10.27700737.27700858,17.8,chr10:27700726-27700868,chr10:27700842-27700868
chr10,27793092,27793110,RAB18.chr10.27793102.27793366,16.9,chr10:27793092-27793376,chr10:27793092-27793110
chr10,27793253,27793376,RAB18.chr10.27793102.27793366,9.3,chr10:27793092-27793376,chr10:27793253-27793376
chr10,27815746,27815750,RAB18.chr10.27815756.27815818,16.0,chr10:27815746-27815828,chr10:27815746-27815750
chr10,27820447,27820484,RAB18.chr10.27820457.27820544,14.1,chr10:27820447-27820554,chr10:27820447-27820484
chr10,27821506,27821508,RAB18.chr10.27821435.27821508,19.0,chr10:27821425-27821518,chr10:27821506-27821508
chr10,27821511,27821518,RAB18.chr10.27821435.27821508,19.0,chr10:27821425-27821518,chr10:27821511-27821518
chr10,27826794,27826873,RAB18.chr10.27826804.27831166,12.9,chr10:27826794-27831176,chr10:27826794-27826873
chr10,27827891,27827894,RAB18.chr10.27826804.27831166,18.5,chr10:27826794-27831176,chr10:27827891-27827894
chr10,27828048,27828057,RAB18.chr10.27826804.27831166,19.0,chr10:27826794-27831176,chr10:27828048-27828057
chr10,27828066,27828550,RAB18.chr10.27826804.27831166,9.1,chr10:27826794-27831176,chr10:27828066-27828550
chr10,28345398,28345562,MPP7.chr10.28345409.28345552,7.6,chr10:28345398-28345562,chr10:28345398-28345562
chr10,28347525,28347542,MPP7.chr10.28347424.28347532,15.9,chr10:28347413-28347542,chr10:28347525-28347542
chr10,28348568,28348581,MPP7.chr10.28348579.28348672,18.4,chr10:28348568-28348682,chr10:28348568-28348581
chr10,28348645,28348682,MPP7.chr10.28348579.28348672,15.1,chr10:28348568-28348682,chr10:28348645-28348682
chr10,28358690,28358711,MPP7.chr10.28358701.28358781,17.5,chr10:28358690-28358791,chr10:28358690-28358711
chr10,28412949,28413055,MPP7.chr10.28412960.28413045,12.1,chr10:28412949-28413055,chr10:28412949-28413055
chr10,28420619,28420630,MPP7.chr10.28420489.28420620,18.0,chr10:28420478-28420630,chr10:28420619-28420630
chr10,28436401,28436502,MPP7.chr10.28436412.28436492,12.8,chr10:28436401-28436502,chr10:28436401-28436502
chr10,28438900,28438924,MPP7.chr10.28438911.28438988,14.7,chr10:28438900-28438998,chr10:28438900-28438924
chr10,28438970,28438998,MPP7.chr10.28438911.28438988,16.8,chr10:28438900-28438998,chr10:28438970-28438998
chr10,28491071,28491210,MPP7.chr10.28491082.28491200,15.8,chr10:28491071-28491210,chr10:28491071-28491210
chr10,30315124,30315574,KIAA1462.chr10.30315032.30318795,13.1,chr10:30315021-30318805,chr10:30315124-30315574
chr10,30316108,30316110,KIAA1462.chr10.30315032.30318795,19.0,chr10:30315021-30318805,chr10:30316108-30316110
chr10,30316112,30316116,KIAA1462.chr10.30315032.30318795,18.6,chr10:30315021-30318805,chr10:30316112-30316116
chr10,30316122,30316128,KIAA1462.chr10.30315032.30318795,19.0,chr10:30315021-30318805,chr10:30316122-30316128
chr10,30317482,30317487,KIAA1462.chr10.30315032.30318795,19.0,chr10:30315021-30318805,chr10:30317482-30317487
chr10,30317501,30317875,KIAA1462.chr10.30315032.30318795,13.6,chr10:30315021-30318805,chr10:30317501-30317875
chr10,30318660,30318805,KIAA1462.chr10.30315032.30318795,11.2,chr10:30315021-30318805,chr10:30318660-30318805
chr10,30336743,30336751,KIAA1462.chr10.30336461.30336741,15.3,chr10:30336450-30336751,chr10:30336743-30336751
chr10,30611507,30611556,MTPAP.chr10.30611319.30611546,7.7,chr10:30611309-30611556,chr10:30611507-30611556
chr10,30629370,30629389,MTPAP.chr10.30629154.30629379,17.1,chr10:30629144-30629389,chr10:30629370-30629389
chr10,30638201,30638209,MTPAP.chr10.30638047.30638204,17.7,chr10:30638037-30638214,chr10:30638201-30638209
chr10,30638212,30638214,MTPAP.chr10.30638047.30638204,19.0,chr10:30638037-30638214,chr10:30638212-30638214
chr10,31803520,31803646,ZEB1.chr10.31803530.31803636,16.9,chr10:31803520-31803646,chr10:31803520-31803646
chr10,31809043,31809052,ZEB1.chr10.31809053.31810864,17.6,chr10:31809043-31810874,chr10:31809043-31809052
chr10,31810811,31810874,ZEB1.chr10.31809053.31810864,14.3,chr10:31809043-31810874,chr10:31810811-31810874
chr10,32304449,32304485,KIF5B.chr10.32304460.32304587,15.0,chr10:32304449-32304597,chr10:32304449-32304485
chr10,32304586,32304597,KIF5B.chr10.32304460.32304587,15.8,chr10:32304449-32304597,chr10:32304586-32304597
chr10,32308855,32308859,KIF5B.chr10.32308786.32308887,18.2,chr10:32308775-32308897,chr10:32308855-32308859
chr10,32308863,32308897,KIF5B.chr10.32308786.32308887,16.7,chr10:32308775-32308897,chr10:32308863-32308897
chr10,32309939,32309942,KIF5B.chr10.32309950.32310059,19.0,chr10:32309939-32310069,chr10:32309939-32309942
chr10,32311057,32311195,KIF5B.chr10.32311068.32311185,14.1,chr10:32311057-32311195,chr10:32311057-32311195
chr10,32311968,32311974,KIF5B.chr10.32311776.32311964,17.7,chr10:32311765-32311974,chr10:32311968-32311974
chr10,32322762,32322801,KIF5B.chr10.32322773.32322966,17.3,chr10:32322762-32322976,chr10:32322762-32322801
chr10,32322875,32322976,KIF5B.chr10.32322773.32322966,12.4,chr10:32322762-32322976,chr10:32322875-32322976
chr10,32323607,32323736,KIF5B.chr10.32323618.32323766,8.9,chr10:32323607-32323776,chr10:32323607-32323736
chr10,32324439,32324506,KIF5B.chr10.32324450.32324595,14.8,chr10:32324439-32324605,chr10:32324439-32324506
chr10,32324520,32324532,KIF5B.chr10.32324450.32324595,19.0,chr10:32324439-32324605,chr10:32324520-32324532
chr10,32324595,32324605,KIF5B.chr10.32324450.32324595,18.4,chr10:32324439-32324605,chr10:32324595-32324605
chr10,32327081,32327082,KIF5B.chr10.32327091.32327146,19.0,chr10:32327080-32327156,chr10:32327081-32327082
chr10,32327084,32327088,KIF5B.chr10.32327091.32327146,19.0,chr10:32327080-32327156,chr10:32327084-32327088
chr10,32327105,32327137,KIF5B.chr10.32327091.32327146,18.5,chr10:32327080-32327156,chr10:32327105-32327137
chr10,32327140,32327145,KIF5B.chr10.32327091.32327146,19.0,chr10:32327080-32327156,chr10:32327140-32327145
chr10,32327150,32327155,KIF5B.chr10.32327091.32327146,19.0,chr10:32327080-32327156,chr10:32327150-32327155
chr10,32327695,32327707,KIF5B.chr10.32327706.32327754,17.2,chr10:32327695-32327764,chr10:32327695-32327707
chr10,32328244,32328369,KIF5B.chr10.32328255.32328359,5.4,chr10:32328244-32328369,chr10:32328244-32328369
chr10,32329387,32329395,KIF5B.chr10.32329312.32329385,16.4,chr10:32329301-32329395,chr10:32329387-32329395
chr10,32337381,32337489,KIF5B.chr10.32337392.32337479,9.4,chr10:32337381-32337489,chr10:32337381-32337489
chr10,43572696,43572789,RET.chr10.43572706.43572779,10.5,chr10:43572696-43572789,chr10:43572696-43572789
chr10,43600389,43600398,RET.chr10.43600399.43600641,18.0,chr10:43600389-43600651,chr10:43600389-43600398
chr10,43600401,43600432,RET.chr10.43600399.43600641,16.9,chr10:43600389-43600651,chr10:43600401-43600432
chr10,43609917,43609946,RET.chr10.43609927.43610184,12.4,chr10:43609917-43610194,chr10:43609917-43609946
chr10,43610076,43610194,RET.chr10.43609927.43610184,6.9,chr10:43609917-43610194,chr10:43610076-43610194
chr10,43617383,43617474,RET.chr10.43617393.43617464,4.4,chr10:43617383-43617474,chr10:43617383-43617474
chr10,43622012,43622071,RET.chr10.43622022.43622202,12.3,chr10:43622012-43622212,chr10:43622012-43622071
chr10,43623549,43623577,RET.chr10.43623559.43623717,12.0,chr10:43623549-43623727,chr10:43623549-43623577
chr10,44868768,44868801,CXCL12.chr10.44868779.44868791,12.0,chr10:44868768-44868801,chr10:44868768-44868801
chr10,44873189,44873193,CXCL12.chr10.44873200.44873353,19.0,chr10:44873189-44873363,chr10:44873189-44873193
chr10,44880382,44880463,CXCL12.chr10.44880393.44880453,14.7,chr10:44880382-44880463,chr10:44880382-44880463
chr10,45869717,45869887,ALOX5.chr10.45869728.45869877,8.0,chr10:45869717-45869887,chr10:45869717-45869887
chr10,48381894,48381939,RBP3.chr10.48381904.48382260,13.0,chr10:48381894-48382270,chr10:48381894-48381939
chr10,48381947,48381948,RBP3.chr10.48381904.48382260,19.0,chr10:48381894-48382270,chr10:48381947-48381948
chr10,48382214,48382270,RBP3.chr10.48381904.48382260,14.1,chr10:48381894-48382270,chr10:48382214-48382270
chr10,49931467,49931474,WDFY4.chr10.49931478.49931612,18.3,chr10:49931467-49931622,chr10:49931467-49931474
chr10,49968381,49968394,WDFY4.chr10.49968392.49968485,15.9,chr10:49968381-49968495,chr10:49968381-49968394
chr10,49968403,49968421,WDFY4.chr10.49968392.49968485,18.7,chr10:49968381-49968495,chr10:49968403-49968421
chr10,49983860,49983861,WDFY4.chr10.49983757.49983851,16.0,chr10:49983746-49983861,chr10:49983860-49983861
chr10,49984784,49984805,WDFY4.chr10.49984795.49985029,13.2,chr10:49984784-49985039,chr10:49984784-49984805
chr10,49996564,49996587,WDFY4.chr10.49996575.49996720,15.7,chr10:49996564-49996730,chr10:49996564-49996587
chr10,50004477,50004505,WDFY4.chr10.50004343.50004495,18.6,chr10:50004332-50004505,chr10:50004477-50004505
chr10,50013294,50013298,WDFY4.chr10.50013305.50013466,17.0,chr10:50013294-50013476,chr10:50013294-50013298
chr10,50015898,50015898,WDFY4.chr10.50015904.50016003,18.0,chr10:50015893-50016013,chr10:50015898-50015898
chr10,50015901,50015903,WDFY4.chr10.50015904.50016003,19.0,chr10:50015893-50016013,chr10:50015901-50015903
chr10,50015983,50016013,WDFY4.chr10.50015904.50016003,15.9,chr10:50015893-50016013,chr10:50015983-50016013
chr10,50019573,50019598,WDFY4.chr10.50019584.50019753,16.3,chr10:50019573-50019763,chr10:50019573-50019598
chr10,50019753,50019763,WDFY4.chr10.50019584.50019753,17.7,chr10:50019573-50019763,chr10:50019753-50019763
chr10,50029223,50029231,WDFY4.chr10.50029107.50029221,16.6,chr10:50029096-50029231,chr10:50029223-50029231
chr10,50030584,50030592,WDFY4.chr10.50030425.50030582,17.8,chr10:50030414-50030592,chr10:50030584-50030592
chr10,50036931,50036951,WDFY4.chr10.50036823.50036941,17.8,chr10:50036812-50036951,chr10:50036931-50036951
chr10,50038896,50038896,WDFY4.chr10.50038745.50038930,19.0,chr10:50038734-50038940,chr10:50038896-50038896
chr10,50038906,50038940,WDFY4.chr10.50038745.50038930,17.6,chr10:50038734-50038940,chr10:50038906-50038940
chr10,50075299,50075322,WDFY4.chr10.50075310.50075387,16.2,chr10:50075299-50075397,chr10:50075299-50075322
chr10,50098778,50098780,WDFY4.chr10.50098624.50098772,18.0,chr10:50098613-50098782,chr10:50098778-50098780
chr10,50151503,50151504,WDFY4.chr10.50151375.50151494,17.0,chr10:50151364-50151504,chr10:50151503-50151504
chr10,50154074,50154129,WDFY4.chr10.50154085.50154202,16.5,chr10:50154074-50154212,chr10:50154074-50154129
chr10,50154147,50154212,WDFY4.chr10.50154085.50154202,15.5,chr10:50154074-50154212,chr10:50154147-50154212
chr10,50174710,50174728,WDFY4.chr10.50174571.50174718,18.3,chr10:50174560-50174728,chr10:50174710-50174728
chr10,50186443,50186448,WDFY4.chr10.50186354.50186438,18.0,chr10:50186343-50186448,chr10:50186443-50186448
chr10,50190569,50190627,WDFY4.chr10.50190554.50190617,17.0,chr10:50190543-50190627,chr10:50190569-50190627
chr10,50668408,50668507,ERCC6.chr10.50668418.50668497,13.9,chr10:50668408-50668507,chr10:50668408-50668507
chr10,50678217,50678262,ERCC6.chr10.50678227.50678935,13.9,chr10:50678217-50678945,chr10:50678217-50678262
chr10,50686508,50686526,ERCC6.chr10.50686399.50686516,17.5,chr10:50686389-50686526,chr10:50686508-50686526
chr10,50691381,50691445,ERCC6.chr10.50691391.50691562,15.1,chr10:50691381-50691572,chr10:50691381-50691445
chr10,50708573,50708598,ERCC6.chr10.50708583.50708742,18.0,chr10:50708573-50708752,chr10:50708573-50708598
chr10,50708717,50708752,ERCC6.chr10.50708583.50708742,14.0,chr10:50708573-50708752,chr10:50708717-50708752
chr10,50714048,50714053,ERCC6.chr10.50713929.50714058,19.0,chr10:50713919-50714068,chr10:50714048-50714053
chr10,50714058,50714068,ERCC6.chr10.50713929.50714058,16.2,chr10:50713919-50714068,chr10:50714058-50714068
chr10,50736452,50736464,ERCC6.chr10.50736462.50736571,15.8,chr10:50736452-50736581,chr10:50736452-50736464
chr10,50738755,50738896,ERCC6.chr10.50738765.50738886,15.0,chr10:50738755-50738896,chr10:50738755-50738896
chr10,50740578,50740601,ERCC6.chr10.50740588.50741010,15.5,chr10:50740578-50741020,chr10:50740578-50740601
chr10,50822225,50822531,CHAT.chr10.50822235.50822521,11.2,chr10:50822225-50822531,chr10:50822225-50822531
chr10,50827882,50827972,CHAT.chr10.50827770.50827962,13.4,chr10:50827760-50827972,chr10:50827882-50827972
chr10,50833508,50833709,CHAT.chr10.50833518.50833699,10.9,chr10:50833508-50833709,chr10:50833508-50833709
chr10,50835823,50835841,CHAT.chr10.50835653.50835831,17.7,chr10:50835643-50835841,chr10:50835823-50835841
